name,dateofbirth,timeofbirth,placeofbirth,longitude,latitude,timezone,informationsource,astrosagerating,cloudbtn,name,place,sex,sec,min,hrs,day,month,year,latdeg,longdeg,latmin,longmin,longew,latns,dst,languagecode,ayanamsa,kphn,charting
Edward G. Robinson,"Tuesday, December 12, 1893",12:00:00,Bucharest,26 E 10,44 N 27,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edward G. Robinson,Bucharest,Male,0,0,12,12,12,1893,44,26,27,10,E,N,0,0,0,0,0
Eliza Dushku,"Tuesday, December 30, 1980",12:00:00,Boston,71 W 3,42 N 18,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Eliza Dushku,Boston,Female,0,0,12,30,12,1980,42,71,18,3,W,N,0,0,0,0,0
Edward Cowan,"Wednesday, June 16, 1982",12:00:00,Paddington,0 W 10,51 N 30,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Edward Cowan,Paddington,Male,0,0,12,16,6,1982,51,0,30,10,W,N,0,0,0,0,0
Esha Deol,"Tuesday, November 02, 1982",12:00:00,Bombay,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Esha Deol,Bombay,Female,0,0,12,2,11,1982,18,72,58,50,E,N,0,0,0,0,0
Fazalhaq Farooqi,"Friday, September 22, 2000",00:00:00,Baghlan,68 E 42,36 N 7,4.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fazalhaq Farooqi,Baghlan,Male,0,0,0,22,9,2000,36,68,7,42,E,N,0,0,0,0,0
Farid Ahmed Malik,"Wednesday, August 10, 1994",00:00:00,Nangarahar,69 E 10,34 N 31,4.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Farid Ahmed Malik,Nangarahar,Male,0,0,0,10,8,1994,34,69,31,10,E,N,0,0,0,0,0
Fabian Allen,"Sunday, May 7, 1995",12:00:00,Kingston,140 E 0,36 S 2,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fabian Allen,Kingston,Male,0,0,12,7,5,1995,36,140,2,0,E,S,0,0,0,0,0
Finn Allen,"Thursday, April 22, 1999",12:00:00,Auckland,174 E 46,36 S 52,12.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Finn Allen,Auckland,Male,0,0,12,22,4,1999,36,174,52,46,E,S,0,0,0,0,0
Fabian Allen,"Sunday, May 7, 1995",12:00:00,Kingston,140 E 0,36 S 2,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fabian Allen,Kingston,Male,0,0,12,7,5,1995,36,140,2,0,E,S,0,0,0,0,0
Farha Naaz,"Monday, December 9, 1968",12:00:00,Hyderabad,78 E 26,17 N 22,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Farha Naaz,Hyderabad,Female,0,0,12,9,12,1968,17,78,22,26,E,N,0,0,0,0,0
Finn Wolfhard,"Monday, December 23, 2002",23:30:00,Vancouver,123 W 10,49 N 13,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Finn Wolfhard,Vancouver,Male,0,30,23,23,12,2002,49,123,13,10,W,N,0,0,0,0,0
Faisal Khan,"Saturday, January 30, 1999",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Faisal Khan,Mumbai,Male,0,0,12,30,1,1999,18,72,58,50,E,N,0,0,0,0,0
Farooq Sheikh,"Thursday, March 25, 1948",12:00:00,Surat,72 E 50,21 N 10,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Farooq Sheikh,Surat,Male,0,0,12,25,3,1948,21,72,10,50,E,N,0,0,0,0,0
Fardeen Khan,"Friday, March 8, 1974",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fardeen Khan,Mumbai,Male,0,0,12,8,3,1974,18,72,58,50,E,N,0,0,0,0,0
Fatima Sana Shaikh,"Saturday, January 11, 1992",12:00:00,Hyderabad,78 E 26,17 N 22,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fatima Sana Shaikh,Hyderabad,Female,0,0,12,11,1,1992,17,78,22,26,E,N,0,0,0,0,0
Fawad Khan,"Sunday, November 29, 1981",12:00:00,Karachi,67 E 0,24 N 53,5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Fawad Khan,Karachi,Male,0,0,12,29,11,1981,24,67,53,0,E,N,0,0,0,0,0
Frederick Douglass,"Thursday, February 05, 1818",00:00:00,Maryland,76 W 49,39 N 5,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Frederick Douglass,Maryland,Male,0,0,0,5,2,1818,39,76,5,49,W,N,0,0,0,0,0
Freddie Mercury,"Thursday, September 05, 1946",00:00:00,Dodoma,35 E 45,6 S 8,3.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Freddie Mercury,Dodoma,Male,0,0,0,5,9,1946,6,35,8,45,E,S,0,0,0,0,0
Farhaan Behardien,"Sunday, October 09, 1983",00:00:00,Johannesburg,28 E 2,26 S 10,2.0,Web,Reference,See kundli in AstroSage Cloud,Farhaan Behardien,Johannesburg,Male,0,0,0,9,10,1983,26,28,10,2,E,S,0,0,0,0,0
Fakhar Zaman,"Tuesday, April 10, 1990",00:00:00,Mardan,72 E 0,34 N 20,5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fakhar Zaman,Mardan,Male,0,0,0,10,4,1990,34,72,20,0,E,N,0,0,0,0,0
Fahim Ashraf,"Sunday, January 16, 1994",00:00:00,Kasur,74 E 25,31 N 5,5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fahim Ashraf,Kasur,Male,0,0,0,16,1,1994,31,74,5,25,E,N,0,0,0,0,0
Frederick West,"Monday, September 29, 1941",08:30:00,"2 W 25, 52 N 2",2 W 25,52 N 2,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frederick West,"2 W 25, 52 N 2",Male,0,30,8,29,9,1941,52,2,2,25,W,N,0,0,0,0,0
Feroz Khan,"Monday, September 25, 1939",12:00:00,Bangalore,77 E 35,13 N 0,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Feroz Khan,Bangalore,Male,0,0,12,25,9,1939,13,77,0,35,E,N,0,0,0,0,0
Frank Bainimarama,"Tuesday, April 27, 1954",12:00:00,"Tailevu Province, Fiji",178 E 27,17 S 51,12.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frank Bainimarama,"Tailevu Province, Fiji",Male,0,0,12,27,4,1954,17,178,51,27,E,S,0,0,0,0,0
Frances Farmer,"Friday, September 19, 1913",04:45:00,Seattle WA,122 W 20,47 N 36,-8.0,Web,Reference,See kundli in AstroSage Cloud,Frances Farmer,Seattle WA,Female,0,45,4,19,9,1913,47,122,36,20,W,N,0,0,0,0,0
Frank Rice,"Monday, September 13, 1915",13:00:00,"106 W 39, 35 N 4",106 W 39,35 N 4,-7.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Rice,"106 W 39, 35 N 4",Male,0,0,13,13,9,1915,35,106,4,39,W,N,0,0,0,0,0
Faye Dunaway,"Tuesday, January 14, 1941",12:00:00,"Bascom, Florida, United States",85 E 6,30 N 55,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Faye Dunaway,"Bascom, Florida, United States",Female,0,0,12,14,1,1941,30,85,55,6,E,N,0,0,0,0,0
Farrah Fawcett,"Sunday, February 02, 1947",12:00:00,"Corpus Christi, Texas",91 W 41,37 N 34,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Farrah Fawcett,"Corpus Christi, Texas",Female,0,0,12,2,2,1947,37,91,34,41,W,N,0,0,0,0,0
Fali Sam Nariman,"Thursday, January 10, 1929",12:00:00,Yangon,96 E 20,16 N 45,6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fali Sam Nariman,Yangon,Male,0,0,12,10,1,1929,16,96,45,20,E,N,0,0,0,0,0
Farah Khan Ali,"Sunday, December 28, 1969",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Farah Khan Ali,Mumbai,Female,0,0,12,28,12,1969,18,72,58,50,E,N,0,0,0,0,0
Fuad Masum,"Saturday, January 01, 1938",12:00:00,"Koya, Iraq",44 E 37,36 N 4,3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fuad Masum,"Koya, Iraq",Male,0,0,12,1,1,1938,36,44,4,37,E,N,0,0,0,0,0
Faith Alexander,"Sunday, August 05, 1990",22:55:00,"97 W 18, 32 N 42",97 W 18,32 N 42,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Faith Alexander,"97 W 18, 32 N 42",Male,0,55,22,5,8,1990,32,97,42,18,W,N,0,0,0,0,0
Fraser Forster,"Thursday, March 17, 1988",12:00:00,"Hexham, United Kingdom",2 W 6,54 N 57,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fraser Forster,"Hexham, United Kingdom",Male,0,0,12,17,3,1988,54,2,57,6,W,N,0,0,0,0,0
Frank Lampard,"Tuesday, June 20, 1978",12:00:00,"Romford, United Kingdom",0 E 12,51 N 35,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frank Lampard,"Romford, United Kingdom",Male,0,0,12,20,6,1978,51,0,35,12,E,N,0,0,0,0,0
Faryd Mondragon,"Monday, June 21, 1971",12:00:00,"Cali, Colombia",76 W 34,3 N 24,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Faryd Mondragon,"Cali, Colombia",Male,0,0,12,21,6,1971,3,76,24,34,W,N,0,0,0,0,0
Fredy Guarin,"Monday, June 30, 1986",12:00:00,"Puerto Boyaca, Colombia",74 W 26,6 N 0,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fredy Guarin,"Puerto Boyaca, Colombia",Male,0,0,12,30,6,1986,6,74,0,26,W,N,0,0,0,0,0
Federico Fernandez,"Tuesday, February 21, 1989",12:00:00,Tres Arroyos,60 W 20,38 S 20,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Federico Fernandez,Tres Arroyos,Male,0,0,12,21,2,1989,38,60,20,20,W,S,0,0,0,0,0
Fernando Gago,"Thursday, April 10, 1986",12:00:00,"Ciudadela, Buenos Aires, Argentina",58 W 32,34 S 37,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fernando Gago,"Ciudadela, Buenos Aires, Argentina",Male,0,0,12,10,4,1986,34,58,37,32,W,S,0,0,0,0,0
Fernando Muslera,"Monday, June 16, 1986",12:00:00,"Buenos Aires, Argentina",58 W 25,34 N 36,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fernando Muslera,"Buenos Aires, Argentina",Male,0,0,12,16,6,1986,34,58,36,25,W,N,0,0,0,0,0
Francisco Javier Rodriguez,"Tuesday, October 20, 1981",12:00:00,"Mazatlan, Mexico",106 W 25,23 N 14,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Francisco Javier Rodriguez,"Mazatlan, Mexico",Male,0,0,12,20,10,1981,23,106,14,25,W,N,0,0,0,0,0
Felipe Gutierrez,"Monday, October 08, 1990",12:00:00,"Quintero, Chile",71 W 27,32 S 50,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Felipe Gutierrez,"Quintero, Chile",Male,0,0,12,8,10,1990,32,71,50,27,W,S,0,0,0,0,0
Fabian Orellana,"Monday, January 27, 1986",12:00:00,Santiago,70 W 40,33 S 24,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fabian Orellana,Santiago,Male,0,0,12,27,1,1986,33,70,24,40,W,S,0,0,0,0,0
Fabrice Olinga,"Sunday, May 12, 1996",12:00:00,Douala,9 E 45,4 N 0,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fabrice Olinga,Douala,Male,0,0,12,12,5,1996,4,9,0,45,E,N,0,0,0,0,0
Fred,"Monday, October 03, 1983",12:00:00,"Teofilo Otoni, Minas Gerais, Brazil",41 W 29,17 S 51,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fred,"Teofilo Otoni, Minas Gerais, Brazil",Male,0,0,12,3,10,1983,17,41,51,29,W,S,0,0,0,0,0
Franck Ribery,"Thursday, April 07, 1983",12:00:00,"Boulogne-sur-Mer, France",1 E 36,50 N 43,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Franck Ribery,"Boulogne-sur-Mer, France",Male,0,0,12,7,4,1983,50,1,43,36,E,N,0,0,0,0,0
Francisco Silva,"Tuesday, February 11, 1986",12:00:00,"Quillota, Chile",71 W 16,32 S 54,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Francisco Silva,"Quillota, Chile",Male,0,0,12,11,2,1986,32,71,54,16,W,S,0,0,0,0,0
Fernando Luiz Roza,"Saturday, May 04, 1985",12:00:00,"Londrina, Parana, Brazil",51 W 9,23 N 19,-3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fernando Luiz Roza,"Londrina, Parana, Brazil",Male,0,0,12,4,5,1985,23,51,19,9,W,N,0,0,0,0,0
Frank Hughes,"Sunday, June 13, 1943",10:16:00,"74 W 39, 40 N 21",74 W 39,40 N 21,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Hughes,"74 W 39, 40 N 21",Male,0,16,10,13,6,1943,40,74,21,39,W,N,0,0,0,0,0
Francis Thompson,"Friday, December 16, 1859",07:25:00,"2 W 41, 53 N 46",2 W 41,53 N 46,0.0,Internet,Reference,See kundli in AstroSage Cloud,Francis Thompson,"2 W 41, 53 N 46",Male,0,25,7,16,12,1859,53,2,46,41,W,N,0,0,0,0,0
Frank Sinatra,"Sunday, December 12, 1915",03:00:00,"74 W 1, 40 N 43",74 W 1,40 N 43,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Sinatra,"74 W 1, 40 N 43",Male,0,0,3,12,12,1915,40,74,43,1,W,N,0,0,0,0,0
Francisco Franco,"Sunday, December 04, 1892",00:30:00,"8 W 14, 43 N 28",8 W 14,43 N 28,-0.5,Internet,Reference,See kundli in AstroSage Cloud,Francisco Franco,"8 W 14, 43 N 28",Male,0,30,0,4,12,1892,43,8,28,14,W,N,0,0,0,0,0
Francisco Assis,"Wednesday, November 29, 1967",18:00:00,"49 W 22, 20 S 48",49 W 22,20 S 48,-3.0,Internet,Reference,See kundli in AstroSage Cloud,Francisco Assis,"49 W 22, 20 S 48",Male,0,0,18,29,11,1967,20,49,48,22,W,S,0,0,0,0,0
Frank Reynolds,"Thursday, November 29, 1923",19:44:59,"87 W 29, 41 N 38",87 W 29,41 N 38,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Reynolds,"87 W 29, 41 N 38",Male,59,44,19,29,11,1923,41,87,38,29,W,N,0,0,0,0,0
Frank Carson,"Saturday, November 06, 1926",09:44:59,"5 W 54, 54 N 35",5 W 54,54 N 35,0.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Carson,"5 W 54, 54 N 35",Male,59,44,9,6,11,1926,54,5,35,54,W,N,0,0,0,0,0
F T Allen,"Sunday, November 02, 1862",02:39:59,"73 W 56, 40 N 38",73 W 56,40 N 38,-5.0,Internet,Reference,See kundli in AstroSage Cloud,F T Allen,"73 W 56, 40 N 38",Male,59,39,2,2,11,1862,40,73,38,56,W,N,0,0,0,0,0
Fyodor Dostoevsky,"Tuesday, October 30, 1821",09:47:00,Moscow,37 E 35,55 N 45,3.0,Web,Reference,See kundli in AstroSage Cloud,Fyodor Dostoevsky,Moscow,Male,0,47,9,30,10,1821,55,37,45,35,E,N,0,0,0,0,0
Francois Bertrand,"Wednesday, October 29, 1823",09:00:00,"1 E 42, 48 N 24",1 E 42,48 N 24,0.0,Internet,Reference,See kundli in AstroSage Cloud,Francois Bertrand,"1 E 42, 48 N 24",Male,0,0,9,29,10,1823,48,1,24,42,E,N,0,0,0,0,0
Female Brooks,"Wednesday, October 18, 1967",04:15:00,"75 W 54, 42 N 6",75 W 54,42 N 6,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Female Brooks,"75 W 54, 42 N 6",Male,0,15,4,18,10,1967,42,75,6,54,W,N,0,0,0,0,0
Florence Nightingale,"Friday, May 12, 1820",14:00:00,Florence,11 E 15,43 N 46,2.0,Web,Reference,See kundli in AstroSage Cloud,Florence Nightingale,Florence,Female,0,0,14,12,5,1820,43,11,46,15,E,N,0,0,0,0,0
Farooq Abdullah-1,"Thursday, October 21, 1937",11:28:00,Srinagar,87 E 22,25 N 57,5.5,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Farooq Abdullah-1,Srinagar,Male,0,28,11,21,10,1937,25,87,57,22,E,N,0,0,0,0,0
Farooq Abdullah,"Thursday, October 21, 1937",00:30:00,Srinagar,74 E 48,34 N 6,5.5,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Farooq Abdullah,Srinagar,Male,0,30,0,21,10,1937,34,74,6,48,E,N,0,0,0,0,0
Farouk of Egypt,"Wednesday, February 11, 1920",22:18:00,Cairo,31 E 14,30 N 1,2.0,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Farouk of Egypt,Cairo,Male,0,18,22,11,2,1920,30,31,1,14,E,N,0,0,0,0,0
Fakhruddin Ali Ahmed,"Saturday, May 13, 1905",12:00:00,Delhi,77 E 13,28 N 39,5.5,765 Notable Horoscopes, Reference,See kundli in AstroSage Cloud,Fakhruddin Ali Ahmed,Delhi,Male,0,0,12,13,5,1905,28,77,39,13,E,N,0,0,0,0,0
Fakir Mohan Senapati,"Friday, January 13, 1843",12:00:00,Balasore,86 E 59,21 N 31,5.5,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Fakir Mohan Senapati,Balasore,Male,0,0,12,13,1,1843,21,86,31,59,E,N,0,0,0,0,0
Faith Baldwin,"Sunday, October 01, 1893",08:00:00,"73 W 46, 40 N 53",73 W 46,40 N 53,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Faith Baldwin,"73 W 46, 40 N 53",Male,0,0,8,1,10,1893,40,73,53,46,W,N,0,0,0,0,0
Fidel Castro,"Friday, August 13, 1926",11:10:00,"75 W 39, 20 N 40",75 W 39,20 N 40,-5.0,765 Notable Horoscopes,Reference,See kundli in AstroSage Cloud,Fidel Castro,"75 W 39, 20 N 40",Male,0,10,11,13,8,1926,20,75,40,39,W,N,0,0,0,0,0
Francesco Totti,"Monday, September 27, 1976",12:00:00,Rome,12 E 30,41 N 54,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Francesco Totti,Rome,Male,0,0,12,27,9,1976,41,12,54,30,E,N,0,0,0,0,0
F.Scott Fitzgerald,"Thursday, September 24, 1896",15:30:00,"93 W 4, 44 N 56",93 W 4,44 N 56,-6.25,Unknown,Dirty Data,See kundli in AstroSage Cloud,F.Scott Fitzgerald,"93 W 4, 44 N 56",Male,0,30,15,24,9,1896,44,93,56,4,W,N,0,0,0,0,0
Feroze Gandhi,"Thursday, September 12, 1912",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Feroze Gandhi,Mumbai,Male,0,0,12,12,9,1912,18,72,58,50,E,N,0,0,0,0,0
Fredric March,"Tuesday, August 31, 1897",12:00:00,Racine,87 W 46,42 N 43,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fredric March,Racine,Male,0,0,12,31,8,1897,42,87,43,46,W,N,0,0,0,0,0
Fred MacMurray,"Sunday, August 30, 1908",12:00:00,Kankakee,87 W 51,41 N 7,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fred MacMurray,Kankakee,Male,0,0,12,30,8,1908,41,87,7,51,W,N,0,0,0,0,0
Frank Gifford,"Saturday, August 16, 1930",02:10:00,"118 W 29, 34 N 0",118 W 29,34 N 0,-8.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Gifford,"118 W 29, 34 N 0",Male,0,10,2,16,8,1930,34,118,0,29,W,N,0,0,0,0,0
Francois Hollande,"Thursday, August 12, 1954",00:10:00,Rouen,1 E 5,49 N 26,1.0,Web,Reference,See kundli in AstroSage Cloud,Francois Hollande,Rouen,Male,0,10,0,12,8,1954,49,1,26,5,E,N,0,0,0,0,0
Fahad Fazil,"Wednesday, August 08, 1984",12:00:00,Alappuzha,76 E 20,9 N 28,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fahad Fazil,Alappuzha,Male,0,0,12,8,8,1984,9,76,28,20,E,N,0,0,0,0,0
Francis Scott Key,"Sunday, August 01, 1779",19:00:00,"76 W 35, 39 N 17",76 W 35,39 N 17,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Francis Scott Key,"76 W 35, 39 N 17",Male,0,0,19,1,8,1779,39,76,17,35,W,N,0,0,0,0,0
Faf du Plessis,"Friday, July 13, 1984",12:00:00,Pretoria,28 E 12,25 S 45,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Faf du Plessis,Pretoria,Male,0,0,12,13,7,1984,25,28,45,12,E,S,0,0,0,0,0
Fracois du Plessis,"Friday, July 13, 1984",12:00:00,Pretoria,32 E 44,34 N 50,3.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fracois du Plessis,Pretoria,Male,0,0,12,13,7,1984,34,32,50,44,E,N,0,0,0,0,0
Fred Savage,"Friday, July 09, 1976",10:25:00,"87 W 48, 42 N 10",87 W 48,42 N 10,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Fred Savage,"87 W 48, 42 N 10",Male,0,25,10,9,7,1976,42,87,10,48,W,N,0,0,0,0,0
Flo Rida,"Sunday, December 16, 1979",12:00:00,"Miami Gardens, Florida",80 W 14,25 N 56,-4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Flo Rida,"Miami Gardens, Florida",Male,0,0,12,16,12,1979,25,80,56,14,W,N,0,0,0,0,0
Fred Schneider,"Sunday, July 03, 1955",16:14:00,"83 W 1, 42 N 18",83 W 1,42 N 18,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Fred Schneider,"83 W 1, 42 N 18",Male,0,14,16,3,7,1955,42,83,18,1,W,N,0,0,0,0,0
Franz Kafka,"Tuesday, July 03, 1883",07:01:59,"14 E 25, 50 N 4",14 E 25,50 N 4,1.0,Web,Reference,See kundli in AstroSage Cloud,Franz Kafka,"14 E 25, 50 N 4",Male,59,1,7,3,7,1883,50,14,4,25,E,N,0,0,0,0,0
Francis Brett Young,"Sunday, June 29, 1884",06:00:00,"2 W 4, 52 N 25",2 W 4,52 N 25,0.0,Internet,Reference,See kundli in AstroSage Cloud,Francis Brett Young,"2 W 4, 52 N 25",Male,0,0,6,29,6,1884,52,2,25,4,W,N,0,0,0,0,0
F.Lee Bailey,"Saturday, June 10, 1933",02:00:00,"71 W 14, 42 N 21",71 W 14,42 N 21,-5.0,Unknown,,See kundli in AstroSage Cloud,F.Lee Bailey,"71 W 14, 42 N 21",Male,0,0,2,10,6,1933,42,71,21,14,W,N,0,0,0,0,0
Frank Grillo,"Tuesday, June 08, 1965",12:00:00,New york,74 W 0,40 N 42,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frank Grillo,New york,Male,0,0,12,8,6,1965,40,74,42,0,W,N,0,0,0,0,0
Frank Lloyd Wright,"Saturday, June 08, 1867",20:00:00,"90 W 23, 43 N 20",90 W 23,43 N 20,-6.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frank Lloyd Wright,"90 W 23, 43 N 20",Male,0,0,20,8,6,1867,43,90,20,23,W,N,0,0,0,0,0
Farrah Abraham,"Friday, May 31, 1991",12:00:00,Florida,66 W 34,18 N 21,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Farrah Abraham,Florida,Female,0,0,12,31,5,1991,18,66,21,34,W,N,0,0,0,0,0
Frank C. Linton,"Tuesday, May 22, 1900",15:09:59,"123 W 39, 42 N 11",123 W 39,42 N 11,-8.0,Unknown,,See kundli in AstroSage Cloud,Frank C. Linton,"123 W 39, 42 N 11",Male,59,9,15,22,5,1900,42,123,11,39,W,N,0,0,0,0,0
Frank Lorenzo,"Sunday, May 19, 1940",13:15:00,"73 W 59, 40 N 46",73 W 59,40 N 46,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frank Lorenzo,"73 W 59, 40 N 46",Male,0,15,13,19,5,1940,40,73,46,59,W,N,0,0,0,0,0
Faggan Singh Kulaste,"Monday, May 18, 1959",12:00:00,Mandla,80 E 28,22 N 35,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Faggan Singh Kulaste,Mandla,Male,0,0,12,18,5,1959,22,80,35,28,E,N,0,0,0,0,0
Fredric Lehne,"Tuesday, February 03, 1959",12:00:00,Buffalo,103 W 32,45 N 35,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fredric Lehne,Buffalo,Male,0,0,12,3,2,1959,45,103,35,32,W,N,0,0,0,0,0
Fares Fares,"Sunday, April 29, 1973",12:00:00,Beirut,35 E 31,33 N 53,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fares Fares,Beirut,Male,0,0,12,29,4,1973,33,35,53,31,E,N,0,0,0,0,0
Fred Astaire,"Wednesday, May 10, 1899",21:16:00,Omaha,95 W 56,41 N 16,-6.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Fred Astaire,Omaha,Male,0,16,21,10,5,1899,41,95,16,56,W,N,0,0,0,0,0
Frankie Sandford,"Saturday, January 14, 1989",12:00:00,Upminster,0 E 15,51 N 33,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Frankie Sandford,Upminster,Female,0,0,12,14,1,1989,51,0,33,15,E,N,0,0,0,0,0
Franco Harris,"Tuesday, March 07, 1950",03:50:00,"74 W 37, 40 N 0",74 W 37,40 N 0,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Franco Harris,"74 W 37, 40 N 0",Male,0,50,3,7,3,1950,40,74,0,37,W,N,0,0,0,0,0
Frank Murphy,"Thursday, April 13, 1893",15:00:00,"82 W 39, 43 N 50",82 W 39,43 N 50,-6.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Murphy,"82 W 39, 43 N 50",Male,0,0,15,13,4,1893,43,82,50,39,W,N,0,0,0,0,0
Fidel Edwards,"Saturday, February 06, 1982",12:00:00,Saint Peter Parish,2 E 20,48 N 50,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fidel Edwards,Saint Peter Parish,Male,0,0,12,6,2,1982,48,2,50,20,E,N,0,0,0,0,0
Frank Stockton,"Saturday, April 05, 1834",15:00:00,"75 W 9, 39 N 57",75 W 9,39 N 57,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Frank Stockton,"75 W 9, 39 N 57",Male,0,0,15,5,4,1834,39,75,57,9,W,N,0,0,0,0,0
Fabio Coentrao,"Friday, March 11, 1988",12:00:00,Vila Do Conde,8 W 44,41 N 21,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Fabio Coentrao,Vila Do Conde,Male,0,0,12,11,3,1988,41,8,21,44,W,N,0,0,0,0,0
Farooq Shaikh,"Thursday, March 25, 1948",12:00:00,Amroli,72 E 51,21 N 13,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Farooq Shaikh,Amroli,Male,0,0,12,25,3,1948,21,72,13,51,E,N,0,0,0,0,0
Farhan Akhtar,"Wednesday, January 09, 1974",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Farhan Akhtar,Mumbai,Male,0,0,12,9,1,1974,18,72,58,50,E,N,0,0,0,0,0
